match_id,game_id,minute,timestamp_ms,p1_position_x,p1_position_y,p1_level,p1_total_gold,p1_damage_dealt,p1_damage_taken,p1_kills,p1_deaths,p1_assists,p2_position_x,p2_position_y,p2_level,p2_total_gold,p2_damage_dealt,p2_damage_taken,p2_kills,p2_deaths,p2_assists,p3_position_x,p3_position_y,p3_level,p3_total_gold,p3_damage_dealt,p3_damage_taken,p3_kills,p3_deaths,p3_assists,p4_position_x,p4_position_y,p4_level,p4_total_gold,p4_damage_dealt,p4_damage_taken,p4_kills,p4_deaths,p4_assists,p5_position_x,p5_position_y,p5_level,p5_total_gold,p5_damage_dealt,p5_damage_taken,p5_kills,p5_deaths,p5_assists,p6_position_x,p6_position_y,p6_level,p6_total_gold,p6_damage_dealt,p6_damage_taken,p6_kills,p6_deaths,p6_assists,p7_position_x,p7_position_y,p7_level,p7_total_gold,p7_damage_dealt,p7_damage_taken,p7_kills,p7_deaths,p7_assists,p8_position_x,p8_position_y,p8_level,p8_total_gold,p8_damage_dealt,p8_damage_taken,p8_kills,p8_deaths,p8_assists,p9_position_x,p9_position_y,p9_level,p9_total_gold,p9_damage_dealt,p9_damage_taken,p9_kills,p9_deaths,p9_assists,p10_position_x,p10_position_y,p10_level,p10_total_gold,p10_damage_dealt,p10_damage_taken,p10_kills,p10_deaths,p10_assists,t100_voidgrubs,t100_dragons,t100_barons,t100_turrets,t100_inhibitors,t200_voidgrubs,t200_dragons,t200_barons,t200_turrets,t200_inhibitors,average_rank,win
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,0,0,554,581,1,500,0,0,0,0,0,593,464,1,500,0,0,0,0,0,557,345,1,500,0,0,0,0,0,458,271,1,500,0,0,0,0,0,335,269,1,500,0,0,0,0,0,14500,14511,1,500,0,0,0,0,0,14539,14394,1,500,0,0,0,0,0,14503,14275,1,500,0,0,0,0,0,14404,14201,1,500,0,0,0,0,0,14281,14199,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,1,60012,7301,6376,1,500,0,0,0,0,0,7913,3532,1,500,0,0,0,0,0,8420,4834,1,500,0,0,0,0,0,10126,3197,1,500,0,0,0,0,0,10251,3085,1,500,0,0,0,0,0,1422,12961,1,500,0,0,0,0,0,5713,8187,1,500,0,0,0,0,0,8225,8743,1,500,0,0,0,0,0,13669,3656,1,500,0,0,0,0,0,13549,3057,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,2,120029,2101,12227,1,632,0,134,0,0,0,7615,3742,2,616,0,919,0,0,0,7332,7657,1,632,96,0,0,0,0,11811,1988,1,597,184,201,0,0,0,12465,1850,1,567,0,131,0,0,0,2395,12937,1,583,134,0,0,0,0,5278,8826,2,631,0,605,0,0,0,7915,8177,1,604,0,130,0,0,0,12607,2677,1,618,237,201,0,0,0,13045,2521,1,562,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,3,180106,1530,10100,3,881,486,959,0,0,0,3993,8440,3,1043,0,1895,0,0,0,6409,7120,3,916,394,242,0,0,0,11225,1722,2,874,184,414,0,0,0,11938,1581,2,753,0,439,0,0,0,2539,12445,3,888,917,674,0,0,0,5017,8842,2,939,0,1649,0,0,0,7379,7211,3,916,207,507,0,0,0,12847,2853,2,958,537,210,0,0,0,12534,2254,2,743,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,4,240131,1484,11640,4,1164,486,959,0,1,1,6054,12348,3,1261,0,2176,1,0,0,6956,6625,4,1248,944,1187,0,1,0,11038,1050,3,1192,533,845,0,0,0,12084,1382,3,957,101,778,0,0,0,2601,12973,4,1136,917,683,1,1,0,7378,6855,3,1382,358,2189,0,0,1,7448,6777,4,1471,784,1235,1,0,0,12108,1369,3,1269,1006,542,0,0,0,12072,1856,3,953,400,201,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,5,300161,1566,11323,4,1465,1048,1975,0,1,1,7296,1623,4,1803,331,2476,1,0,1,10627,3290,5,1542,962,1187,1,1,1,10527,1560,4,1413,659,1180,1,0,1,11239,1397,4,1142,537,1650,0,1,0,2211,12452,5,1806,2007,2185,1,1,0,9974,4425,4,1709,358,2921,0,0,1,8654,8238,5,1807,784,1235,1,0,0,11674,2240,4,1654,1778,1130,1,1,0,11941,1904,4,1149,777,432,0,1,1,0,0,0,0,0,0,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,6,360179,1090,11475,5,1797,1174,2269,0,1,1,10060,4528,4,2021,1163,3835,1,0,2,8798,5588,5,2114,1618,1502,2,1,1,9928,4139,5,2024,1066,1199,1,0,1,9958,5129,4,1303,537,2485,0,1,1,4606,10083,6,2103,2098,2328,1,1,0,7199,9706,4,1902,470,3999,0,0,1,7375,7524,6,2055,784,1304,1,1,0,12837,3364,5,2160,2181,1826,1,1,0,14340,14391,4,1459,1097,1367,0,1,1,1,1,0,0,0,2,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,7,420197,3204,12788,6,2131,1174,2288,0,1,1,5576,8253,5,2416,1543,4309,1,1,2,5547,6218,6,2818,2615,2547,2,2,1,12654,2695,5,2220,1326,1436,1,0,1,13423,2599,5,1645,1172,2719,0,1,1,6043,6658,6,2297,2955,3440,1,1,1,4386,11996,5,2223,470,4879,1,0,1,7548,7666,6,2322,1259,2570,2,1,0,13383,3562,5,2587,2468,2384,1,1,0,13283,3711,4,1639,1170,1367,0,1,1,1,1,0,0,0,2,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,8,480206,923,5253,6,2470,1174,2296,0,1,1,2765,8234,5,2539,1895,6091,2,1,2,6905,6919,6,2969,3139,2678,2,2,1,10229,1319,5,2412,1606,1691,1,0,2,9219,1377,5,1823,1260,3099,0,1,2,2520,12920,6,2676,3493,4306,1,1,1,12274,6698,6,2786,601,5854,1,1,1,7554,8049,7,3105,1793,3148,2,1,0,11815,1847,6,3061,2926,2636,1,1,0,11494,1246,5,1914,1323,1643,0,1,1,1,1,0,0,0,2,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,9,540229,1002,11068,7,2788,1174,2382,0,1,1,13737,3273,6,3446,2315,7487,3,1,2,6782,6734,7,3280,3224,2737,2,2,1,13028,2789,6,2829,3282,2985,1,1,3,13335,3092,6,2186,1825,4213,0,2,2,2200,11517,7,3008,3493,4332,1,1,1,13492,2825,6,3093,1181,8104,2,1,1,7425,7804,8,3438,1793,3334,2,1,0,13548,3931,6,3247,4065,3399,1,2,1,13757,3299,5,2131,1835,2445,1,1,1,1,1,0,0,0,2,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,10,600258,1399,11498,8,3065,2253,2495,0,1,1,8471,2343,7,4142,2728,9006,3,1,3,10215,2600,8,3745,3224,2877,3,2,1,821,599,7,3239,3388,3516,1,1,3,10414,3265,6,2338,2000,5181,0,2,3,2723,13226,8,3353,3493,5441,1,1,1,8898,6644,7,3764,1642,8273,2,1,1,7678,7839,8,3698,1933,3503,2,1,0,11094,1546,7,3628,4128,3664,1,3,1,11147,1166,6,2641,2301,2868,1,1,1,1,1,0,0,0,4,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,11,660260,1129,11072,8,3461,2936,3215,0,1,1,9713,5267,7,4471,3444,10017,3,1,3,12124,3576,9,4367,4125,3059,3,2,1,6807,6440,7,3565,3388,3516,1,1,3,8148,6386,6,2667,2555,5664,0,2,3,2252,13360,8,3748,4119,6366,1,1,1,4916,10454,7,4048,1642,9390,2,1,1,4750,10767,9,4256,1933,3849,2,1,0,13785,5139,7,3833,5121,5234,1,3,1,13442,6221,6,2898,2452,3470,1,1,1,1,2,0,0,0,5,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,12,720290,1524,10797,9,3674,3226,3706,0,1,1,13882,3345,8,4704,3538,11366,4,1,3,13095,2768,9,4700,5361,3286,3,2,1,6927,6452,7,3818,3388,3639,1,2,3,13505,3322,6,2891,2923,6406,0,3,3,2841,11696,9,3964,4502,6655,1,1,1,5677,8168,8,4385,1642,10333,3,1,2,6891,6778,9,4599,1933,4061,3,1,1,13958,3796,8,4273,5446,6079,1,3,1,9449,3633,7,3095,2452,4334,1,2,3,1,2,0,0,0,5,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,13,780305,2389,9054,9,3962,3343,4073,0,1,1,7507,5151,8,5182,4396,11938,4,1,3,9914,1390,9,4994,5361,3293,5,2,1,6355,6120,8,4108,3851,5387,1,2,3,5723,5335,7,3091,3091,7986,0,3,4,1163,10667,9,4419,4703,6824,1,1,1,7302,6409,8,4937,2475,11162,3,1,2,7493,5858,10,5223,4392,5712,3,1,1,11055,1572,8,4812,5446,6296,1,4,1,6401,6845,7,3506,2909,5357,1,3,3,1,2,0,0,0,5,0,0,0,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,14,840329,1120,11306,10,4343,3724,4526,0,1,1,2739,960,8,5435,4396,12940,4,1,3,11157,3311,10,5897,7396,4055,5,2,1,8883,4347,8,4420,3851,5403,2,2,3,11016,3808,7,3384,3426,8064,0,3,5,1637,12768,10,4800,4703,7396,1,1,1,5875,9058,9,5265,2475,11834,3,1,2,12252,11697,10,5381,4717,5983,3,2,1,13772,3844,9,5039,5837,7426,1,4,1,10867,3328,7,3736,3171,6689,1,3,3,1,2,0,0,0,5,0,0,1,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,15,900349,7677,7876,10,4564,4019,4572,0,1,1,7555,7893,9,5632,4719,13896,4,1,3,7351,7735,11,6146,7785,4055,5,2,1,7712,7542,9,5092,5260,6223,2,2,3,8001,7881,7,3721,3896,8110,0,3,5,4934,13302,10,5064,4703,7396,1,1,1,8876,8917,9,5522,2475,13390,3,1,2,13971,13744,10,5567,5521,7802,3,2,1,11063,1492,9,5489,5837,7426,1,4,1,8942,8873,8,3938,3273,6755,1,3,3,1,2,0,0,0,5,0,0,3,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,16,960366,1002,8415,10,4985,4785,5336,0,2,1,7799,2605,10,6182,4719,14785,4,2,4,5190,5492,11,6487,7785,4234,5,2,2,8644,1144,9,5549,5260,6223,3,2,3,8647,1561,8,3974,3896,8269,0,4,6,3315,9076,11,5741,4941,8191,2,1,2,7250,9722,9,5824,2475,13548,4,1,4,6642,7000,11,6072,5521,8023,4,3,2,12184,6440,9,5871,5837,8139,1,4,3,7069,7210,8,4162,3451,6755,1,3,6,1,2,0,0,0,5,0,0,4,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,17,1020397,4152,10154,10,5163,5491,6886,0,2,1,6581,8168,10,6374,5260,16817,4,2,4,5049,4667,11,6764,10026,5649,5,2,2,5272,5583,9,6020,7456,6705,3,2,3,5077,8737,8,4216,4783,10397,0,4,6,9603,5304,11,6259,6215,9336,2,1,2,4624,10156,10,6815,5140,15891,4,1,4,5078,7376,11,6813,7647,11050,4,3,2,7860,6828,10,6244,7137,9065,1,4,3,4842,9727,9,4638,3688,7736,1,3,6,1,2,0,0,0,5,1,0,4,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,18,1080422,2911,12363,11,5509,5491,7002,0,2,1,5189,9248,10,6651,5260,17153,4,2,5,12942,1905,12,6887,10026,5649,5,2,3,5737,5952,10,6411,7456,7507,3,2,3,5326,7145,8,4369,4783,10397,1,4,6,5202,13609,11,6407,6215,9891,2,1,2,12275,11327,10,7257,5140,16974,4,2,4,7222,7426,11,7020,7647,11080,4,3,2,14340,14391,10,6479,7137,9098,1,4,3,7661,7696,9,4790,3688,7736,1,3,6,1,2,0,1,0,5,1,0,4,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,19,1140454,1220,6682,11,5820,5491,7090,1,2,1,12150,6778,11,7168,5847,17581,4,2,6,13571,4933,12,7517,11311,6769,5,2,4,4152,5038,10,6807,7456,7815,3,2,3,5956,5051,9,5124,5198,10609,1,4,7,1320,7233,12,6801,6304,9926,2,2,2,12933,3052,11,7470,6444,19588,4,2,4,5915,6554,12,7340,7647,11162,4,3,2,7947,7539,11,6720,7407,9126,1,4,3,1002,7425,9,5013,3811,7755,1,3,6,1,2,0,1,0,5,1,0,5,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,20,1200473,2011,2749,12,6580,6421,8381,1,2,1,7352,11468,11,7551,6237,18460,4,2,6,7868,8130,13,7927,12211,6786,5,2,4,7727,8648,11,7159,7552,7834,3,2,3,8149,8641,9,5366,5510,11332,1,4,7,3498,7946,12,7286,7936,12866,2,2,2,7115,12637,11,7802,6444,20046,4,2,4,10651,11419,12,7580,7798,11258,4,3,2,11169,7608,11,7133,7407,9126,1,4,3,10068,10829,9,5542,4058,8384,1,3,6,1,2,0,1,0,5,1,0,5,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,21,1260496,1279,6164,12,6855,6421,8381,1,2,2,11524,3663,11,7683,6571,19771,4,2,7,4878,5129,13,8154,13765,6786,6,2,4,11419,3274,11,7372,7552,7949,3,2,3,11765,3772,9,5559,5510,12000,1,4,7,1544,10300,12,7506,7936,12950,2,2,2,2494,8300,11,8043,7137,20748,4,2,4,5977,6431,12,7962,7798,11467,4,4,2,9393,8712,11,7255,7438,10680,1,4,3,6201,5771,10,5819,4058,8440,1,3,6,1,2,0,1,0,5,1,0,6,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,22,1320524,4303,8292,13,7105,8234,9795,3,2,2,3390,8077,13,8167,8546,22925,4,3,9,6732,7192,14,8755,16032,6916,6,2,6,3742,3243,12,7782,7552,8052,3,3,3,3772,4228,10,5787,5510,12301,1,4,8,13411,5377,14,8060,7936,13207,4,2,2,3678,8519,12,8367,8038,23810,4,3,4,5582,5925,12,8414,8104,14022,4,4,2,7568,7929,11,7630,9421,11144,1,4,3,7913,7204,10,5998,4188,9460,1,4,8,1,2,0,1,0,5,1,0,6,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,23,1380554,7664,3372,14,8001,9661,9962,3,2,2,8639,4262,13,8543,9544,24756,4,3,9,6679,4677,14,9052,19388,8024,6,2,6,8681,4396,12,7979,8493,10415,3,3,3,8092,3194,10,5990,6340,14362,1,5,8,8352,3646,15,9210,12822,16012,5,2,2,7157,6600,12,8489,8038,24148,4,3,4,8367,3645,12,8557,8446,14022,4,4,3,8896,5814,12,7926,10420,12659,1,4,3,8585,3376,11,6450,4770,12364,1,4,8,1,2,0,1,0,5,2,0,6,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,24,1440569,7947,2079,14,8305,10471,10021,3,3,6,8090,5506,13,8665,9665,25990,4,3,12,6343,1885,15,9289,19637,8024,8,2,8,4879,6163,12,8186,8493,10437,5,3,4,5764,5540,10,6142,6340,15128,1,5,12,14340,14391,15,9685,13393,17163,6,3,2,8427,5704,12,8639,8905,25124,4,4,4,8486,5686,13,8950,9049,14675,4,5,3,7417,7842,12,8258,10420,12659,1,4,3,7113,7232,11,6603,4770,12364,1,5,8,1,2,0,1,0,5,2,0,7,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,25,1500600,2686,3502,14,8580,14893,12781,3,3,6,4541,8519,13,8976,10189,27893,7,3,12,7091,8139,15,10539,21589,8106,8,2,11,5213,10202,13,9070,11058,10599,5,3,6,5427,10395,11,6517,6997,15803,1,5,15,2473,3718,15,10845,15258,20875,6,3,2,10365,12322,12,8792,9590,27334,4,5,4,11054,12806,13,9098,10743,17305,4,5,3,4699,11649,12,8537,10701,12659,1,5,3,10602,12528,11,6780,4961,14534,1,6,8,1,2,1,1,0,5,2,0,7,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,26,1560615,3674,11277,15,9101,14893,12781,4,4,6,8895,9259,14,10159,13255,31224,7,3,12,9115,8919,16,11115,24417,8238,8,2,11,9455,8977,14,9812,13798,11110,5,3,6,3742,3196,12,7111,7552,17904,1,5,15,11975,10182,15,11099,15258,20875,6,3,2,4888,10556,12,8919,10156,31170,5,5,4,9854,10400,13,9220,11382,19150,4,6,4,5564,9518,12,8689,12094,15182,1,5,3,6304,7828,11,6962,5791,16801,1,6,8,1,2,1,3,0,5,2,0,7,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,27,1620639,4414,13259,16,10048,16157,15610,4,4,6,8601,8788,15,10630,13255,31353,8,3,13,6767,6727,16,11510,25444,8250,8,2,12,8404,8098,14,10242,13798,11157,6,3,7,8308,10117,12,7338,7552,17904,1,5,17,11303,7044,16,11417,15258,21794,6,3,2,6733,12801,13,9364,10596,31674,5,6,4,5778,13637,13,9597,12260,21206,4,6,4,11850,6848,13,8955,12094,15511,1,5,3,8422,11506,11,7136,5791,17147,1,7,8,1,2,1,5,1,5,2,0,7,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,28,1680672,8000,1368,16,10220,16157,15610,4,4,6,9081,13448,15,11398,13900,32011,8,3,13,8721,13310,16,12132,27977,8250,8,2,12,7403,13219,14,11260,15135,11174,7,3,7,8387,10242,12,7708,8181,17936,1,5,18,14119,14169,16,11643,15258,22941,6,3,2,7468,11355,13,9765,11109,34874,5,6,4,9488,9281,14,9749,12260,21206,4,6,4,12911,9421,13,9362,12094,15614,1,6,3,10958,10494,11,7288,5952,18888,1,7,8,1,2,1,6,2,5,2,0,7,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,29,1740697,11738,6046,16,10430,16552,15632,4,5,7,10124,4494,15,11720,13900,32805,8,3,14,13188,6016,17,12496,32411,8250,9,2,12,10114,4834,15,11870,17787,11203,7,3,7,10071,4411,13,8020,8263,19039,1,5,18,8869,13499,17,12548,15370,23874,6,3,2,13544,12691,13,9887,11109,36076,5,7,4,10598,11281,14,9885,12897,22885,4,6,4,12626,13784,13,9498,12442,17594,2,6,3,14045,14280,12,7470,6325,20837,1,7,9,1,3,1,6,2,5,2,0,7,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,30,1800717,13394,9416,16,10614,19094,18211,4,5,7,394,461,15,12051,14141,35784,8,3,14,11918,1587,17,12952,35230,8250,9,2,12,11636,4403,15,11992,17787,11203,7,3,7,12154,5004,13,8193,8263,19419,1,5,18,11002,13228,17,13143,16837,23969,6,3,2,13569,8163,13,10025,11949,38718,5,7,4,11814,7012,14,10298,12897,24274,4,6,4,13181,7359,14,10070,14282,18687,2,6,3,12250,8597,13,7791,6650,22480,1,7,9,1,3,1,6,2,5,2,0,7,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,31,1860733,8751,9049,16,10736,19094,18211,4,5,8,8695,12748,16,12303,14141,36328,8,3,14,8756,10658,17,13353,35230,8250,9,2,13,10045,9921,15,12246,18346,11511,8,3,7,10370,10445,13,8345,8683,19719,1,5,19,11689,12033,17,13627,16837,24154,6,3,2,6547,12311,14,10296,11949,38912,5,7,4,10678,12781,14,10509,13474,25449,4,7,4,11377,12970,14,10562,14282,18728,2,6,3,11923,11555,13,7943,6650,22480,1,7,9,1,3,1,7,2,5,2,0,8,0,,1
bd24f8a8-49e1-4850-b08a-5ad0fe9b0c84,NA1_5212141356,32,1902838,12487,12672,16,10988,19871,19344,4,5,8,12883,13380,16,12539,14141,37872,8,3,14,12898,12742,17,13578,37138,8545,9,2,13,13167,14228,15,12753,24255,12718,8,3,7,13590,14274,13,8591,9604,21337,1,5,19,14574,14134,18,13713,16837,27231,6,3,2,14422,14706,14,10382,11949,38912,5,7,4,11777,12816,14,10615,14191,28082,4,7,4,13593,14180,14,10737,17335,20934,2,6,3,14030,13889,13,8064,8017,24081,1,7,9,1,3,1,7,2,5,2,0,8,0,,1
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,0,0,554,581,1,500,0,0,0,0,0,593,464,1,500,0,0,0,0,0,557,345,1,500,0,0,0,0,0,458,271,1,500,0,0,0,0,0,335,269,1,500,0,0,0,0,0,14500,14511,1,500,0,0,0,0,0,14539,14394,1,500,0,0,0,0,0,14503,14275,1,500,0,0,0,0,0,14404,14201,1,500,0,0,0,0,0,14281,14199,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,1,60006,1314,10504,1,500,0,0,0,0,0,7799,3606,1,500,0,0,1,1,0,6769,4663,1,500,0,0,0,0,1,3460,706,1,500,0,307,0,0,1,8072,3508,1,500,111,0,1,0,1,1752,13004,1,500,0,0,0,0,0,9362,5755,1,500,0,111,0,0,1,8598,5211,1,512,129,0,0,1,0,10088,5406,1,514,177,0,0,0,1,8585,5430,1,500,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,2,120022,2533,12659,1,618,507,509,0,0,0,6806,5077,1,861,551,961,1,1,0,7430,7431,2,684,860,123,0,0,1,12420,2468,1,641,124,355,0,0,1,12141,2755,1,905,854,184,1,0,1,3424,13046,1,604,410,560,0,0,0,12244,6536,2,689,110,1065,0,0,1,8524,8294,2,630,212,766,0,1,0,13569,3092,1,593,580,618,0,0,1,14160,12552,1,867,527,742,1,1,0,0,0,0,0,0,0,0,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,3,180039,2616,12940,3,902,829,562,0,1,0,2416,8416,2,1254,551,2427,1,2,0,7037,6939,3,936,1145,175,0,0,1,13014,2960,2,945,545,934,0,1,2,13350,2743,2,1100,1047,184,2,0,1,3589,13844,3,860,410,932,0,0,2,6974,11350,3,1071,110,2255,2,0,1,7901,7417,3,921,212,1070,0,1,0,13733,4161,2,862,882,948,1,0,1,13363,4365,2,1068,794,1077,1,2,0,0,0,0,0,0,0,0,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,4,240040,477,865,4,1192,1778,1507,0,1,0,1426,11848,3,1537,640,3520,1,2,0,6729,7572,4,1299,1380,382,0,0,1,13232,3525,3,1447,864,1592,0,1,2,12998,2834,3,1579,1426,540,2,0,1,2323,12594,4,1469,1064,1590,0,0,2,3833,10088,4,2033,1205,3506,2,0,1,8158,7106,4,1253,392,1314,0,1,0,13533,4199,3,1481,1098,1105,1,0,1,14031,5064,2,1248,1104,1627,1,2,0,0,0,0,0,0,0,0,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,5,300069,3156,13086,5,1788,2535,2185,1,1,0,6923,5445,4,1878,640,4511,1,2,0,7803,6685,5,1656,1445,566,0,0,1,11326,1399,4,1719,864,1646,0,1,2,11873,1962,3,1719,1426,540,2,0,1,3321,13128,5,1725,1434,2441,0,1,2,12177,6489,4,2236,1205,4004,2,0,1,8526,8614,5,1581,554,1436,0,1,0,13200,4435,4,1709,1098,1105,1,0,1,13721,3598,3,1394,1104,1645,1,2,0,0,0,0,0,0,0,0,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,6,360097,1358,11228,6,2070,2535,2248,1,2,0,3705,9665,5,2260,640,5974,1,2,0,2081,1362,6,2001,1571,613,0,0,1,13265,3340,5,2052,936,1843,0,1,2,12845,3147,4,1935,1853,815,2,0,1,2384,11693,6,1966,1434,2441,1,1,2,9367,11363,5,2543,1205,4605,2,0,1,8045,7782,6,1816,554,1572,0,1,0,13635,4358,4,2002,1125,1617,1,0,1,14028,4508,3,1594,1356,1664,1,2,0,2,0,0,0,0,1,0,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,7,420147,1302,11163,6,2318,3734,3733,1,2,0,8258,2560,5,2453,683,7176,1,3,0,7263,6954,6,2310,1850,758,0,0,1,13179,3203,5,2431,1256,2442,0,1,2,12693,2894,5,2160,2353,1163,2,1,1,12196,13985,7,2655,2787,3733,1,1,2,6436,12403,5,2839,1389,5342,3,0,1,7897,8373,6,2143,554,2000,1,1,1,13671,4123,5,2400,1639,2157,1,0,1,13122,4026,4,1824,1715,2075,1,2,2,2,0,0,0,0,1,0,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,8,480168,3216,12568,7,2736,4126,4128,2,2,0,811,1423,6,2704,1388,8836,1,3,0,8593,4859,7,2544,2183,856,0,0,1,1188,524,6,2624,1256,2982,0,1,2,2979,1567,5,2378,3161,2173,2,1,1,3908,13686,7,2969,3146,4192,1,2,2,10616,5144,6,3394,2208,6123,3,0,1,10072,4957,7,2821,1549,2737,1,1,1,11771,2798,6,2778,2396,2699,1,0,1,11073,4856,5,2204,1967,2519,1,2,2,2,0,0,0,0,1,1,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,9,540200,394,461,8,3369,5780,5450,2,2,0,3631,8059,6,3018,1388,9571,2,3,0,7139,7417,7,2822,2443,1199,0,1,2,13015,3553,6,2990,1502,3432,0,1,2,13390,3007,5,2677,3464,3229,2,2,1,10724,13877,7,3133,4442,5936,2,2,2,11380,8248,6,3751,2208,7923,3,1,2,8718,8829,7,3069,1873,3178,1,1,1,13665,4530,6,2987,3657,3248,2,0,1,13249,4698,5,2358,1967,2519,1,2,3,2,0,0,0,0,1,1,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,10,600201,4250,11400,8,3567,5780,5540,2,2,0,4041,11629,7,3917,2469,11230,2,3,0,4695,8126,8,3319,3523,2514,0,1,2,10281,982,6,3134,1502,3914,0,1,2,12703,1324,6,2944,4313,3793,2,2,1,5266,11356,8,3714,5146,6332,2,2,2,6224,10057,7,4129,3266,10057,3,1,2,5720,10940,8,3233,1873,3178,1,1,1,11035,1987,7,3605,4470,3765,2,0,1,11786,2242,5,2750,2199,3232,1,2,3,2,0,0,0,0,1,1,0,0,0,,0
49e83f04-b613-4a18-ae99-af11e56ce52e,NA1_5212175280,11,660221,4723,10275,9,3860,7072,6308,3,3,0,4853,10361,7,4046,2627,11655,2,3,1,6350,9243,8,3603,3523,2514,0,2,2,11952,2103,7,3298,1627,4504,0,1,2,10663,2769,6,3131,4565,3793,2,2,1,3879,13477,8,3970,5600,7556,3,2,3,4694,12254,8,4490,3266,11110,4,1,3,7660,7702,8,3515,2385,3576,1,2,3,13029,3421,8,4064,4958,4208,2,0,1,13050,3783,6,3044,2199,3232,1,2,3,5,0,0,0,0,1,1,0,0,0,,0
